geo_type,region,transportation_type,alternative_name,sub-region,country,1/13/2020,1/14/2020,1/15/2020,1/16/2020,1/17/2020,1/18/2020,1/19/2020,1/20/2020,1/21/2020,1/22/2020,1/23/2020,1/24/2020,1/25/2020,1/26/2020,1/27/2020,1/28/2020,1/29/2020,1/30/2020,1/31/2020,2/1/2020,2/2/2020,2/3/2020,2/4/2020,2/5/2020,2/6/2020,2/7/2020,2/8/2020,2/9/2020,2/10/2020,2/11/2020,2/12/2020,2/13/2020,2/14/2020,2/15/2020,2/16/2020,2/17/2020,2/18/2020,2/19/2020,2/20/2020,2/21/2020,2/22/2020,2/23/2020,2/24/2020,2/25/2020,2/26/2020,2/27/2020,2/28/2020,2/29/2020,3/1/2020,3/2/2020,3/3/2020,3/4/2020,3/5/2020,3/6/2020,3/7/2020,3/8/2020,3/9/2020,3/10/2020,3/11/2020,3/12/2020,3/13/2020,3/14/2020,3/15/2020,3/16/2020,3/17/2020,3/18/2020,3/19/2020,3/20/2020,3/21/2020,3/22/2020,3/23/2020,3/24/2020,3/25/2020,3/26/2020,3/27/2020,3/28/2020,3/29/2020,3/30/2020,3/31/2020,4/1/2020,4/2/2020,4/3/2020,4/4/2020,4/5/2020,4/6/2020,4/7/2020,4/8/2020,4/9/2020,4/10/2020,4/11/2020,4/12/2020,4/13/2020,4/14/2020,4/15/2020,4/16/2020,4/17/2020,4/18/2020,4/19/2020,4/20/2020,4/21/2020,4/22/2020,4/23/2020,4/24/2020,4/25/2020,4/26/2020,4/27/2020,4/28/2020,4/29/2020,4/30/2020,5/1/2020,5/2/2020,5/3/2020,5/4/2020,5/5/2020,5/6/2020,5/7/2020,5/8/2020,5/9/2020,5/10/2020,5/11/2020,5/12/2020,5/13/2020,5/14/2020,5/15/2020,5/16/2020,5/17/2020,5/18/2020,5/19/2020,5/20/2020,5/21/2020,5/22/2020,5/23/2020,5/24/2020,5/25/2020,5/26/2020,5/27/2020,5/28/2020,5/29/2020,5/30/2020
city,Reading,driving,,Pennsylvania,United States,100,97.44,100.7,104.46,120.81,67.96,83.88,97.29,97.13,105.02,102.51,119.56,114.77,81.14,94.4,95.07,98.63,101.39,118.61,117.32,75.93,96.96,99.22,100.84,100.67,116.03,122.92,90.79,98.84,99.63,106.55,109.48,130.55,124.52,92.22,105.29,110.23,106.02,111.66,130.97,127.42,94.58,98.68,105.19,109.51,113.44,130.52,127.83,98.12,105.33,106.56,110.95,116.56,129.81,132.67,97.17,114.36,110.3,110.4,102.74,115.78,100.79,77.8,87.08,76.89,76.11,70.47,74.58,60.09,46.79,49.11,54.87,52.55,58.8,63.91,44.58,39.42,52.86,50.9,54.98,56.96,62.01,55.54,48.79,58.43,59.68,59.91,58.16,64.71,61.03,41.16,53.35,63.41,67.85,67.67,75.05,69.1,61.66,68.84,65.07,72.16,73.47,77.31,79.91,56.13,70.92,79.86,81.93,78.11,93.98,94.83,78.19,84.25,89.66,84.28,94.64,93.89,96.47,80.62,,,104.35,104.17,121.56,117.17,89.41,102.9,110.06,119.72,117.11,122.05,117.37,100.17,96.13,118.75,122.11,117.2,131.15,131.44
city,Reading,walking,,Pennsylvania,United States,100,86.91,97.89,101.8,118.66,81.65,83.3,90.36,99.54,118.76,93.2,109.48,101.19,70.36,95.05,90.88,86.29,92.42,114.9,114.02,73.04,97.16,94.64,99.59,91.65,112.06,121.08,80.05,90.15,94.12,104.48,94.95,133.61,125.52,78.87,117.06,91.03,102.11,124.12,115.31,131.8,90.41,96.75,92.37,96.55,103.71,121.13,134.38,92.78,114.79,102.63,115.36,112.01,116.03,143.45,92.42,122.32,107.47,114.28,106.39,121.03,116.86,78.61,93.2,85.36,79.38,91.7,93.51,78.51,61.65,60.52,61.6,55.15,73.81,73.71,56.24,51.24,63.87,57.42,64.9,74.38,66.08,67.53,69.85,72.06,72.32,72.01,69.02,65.31,64.9,61.03,59.54,73.09,75.72,80.21,69.54,73.04,74.12,77.53,66.13,77.42,68.66,79.07,77.78,63.2,82.32,84.9,83.71,84.02,102.01,109.33,88.09,87.47,102.16,91.08,99.43,95.15,100.15,90.31,,,110.1,124.59,141.75,142.73,99.95,112.73,127.01,127.32,136.29,136.55,138.2,120.26,109.74,133.04,144.18,132.37,135,151.86
city,Reno-Sparks,driving,,Nevada,United States,100,100.19,107.23,101.47,128.79,127.93,99.9,111.95,105.54,107.48,108.45,127.02,127.75,93.96,100.6,103.17,104.83,107.9,126.47,125.1,84.58,105.88,106.7,108.99,112.82,135.78,131.46,95.63,110.04,108.81,114.4,121.27,148.08,145.88,119.89,120.33,113.28,113.92,118.67,144.92,148.89,106.88,111.63,113.84,115.37,120.36,137.74,141.81,102.15,109.2,113.82,116.45,118.17,140.85,136.79,98.2,106.02,111.14,110.15,111.56,126.81,104.85,87.12,92.8,83.91,69.2,69.65,75.08,62.17,50.31,61.9,59.08,60.43,61.6,70.96,59.52,47.35,61.76,63.91,64.36,65.57,72.88,56.89,43.22,57.68,60.54,64.35,64.72,76.92,65.33,43.94,66.14,68.14,72.41,74.48,81.46,72.21,58.09,72.78,74.26,77.72,79.98,89,78.18,64.66,79.4,85.93,84.44,88.08,99.1,85.49,70.47,84.96,90.06,89.8,91.69,105.56,97.55,74.35,,,99.12,101.97,125.11,111.91,84.68,102.58,104.82,111.69,115.33,128.45,113.83,94.64,93.98,115.95,120.55,123.52,139.55,116.7
city,Reno-Sparks,transit,,Nevada,United States,100,91.01,93.7,80.92,94.37,84.12,78.32,92.94,97.39,92.94,92.69,107.65,100.25,75.71,95.13,101.76,104.29,97.65,95.8,94.12,70.92,87.23,89.5,95.21,100.59,93.11,88.24,79.83,84.87,96.89,82.44,92.52,113.03,86.97,84.71,97.48,100.84,85.04,92.02,103.28,99.66,74.03,89.75,95.38,92.77,85.04,109.58,119.92,83.19,102.69,101.09,81.51,87.31,102.69,97.14,75.29,83.95,87.39,75.38,82.18,84.45,66.64,70.08,68.4,57.9,42.69,38.74,43.78,39.41,31.85,34.71,37.65,39.58,36.3,39.58,36.22,30.25,36.81,30.92,40.34,34.2,44.54,29.24,25.29,32.18,37.14,35.38,31.68,33.19,32.61,24.2,37.98,36.22,34.37,37.06,36.89,32.18,29.33,38.24,42.52,40.17,42.02,49.41,34.29,31.76,50.67,47.31,38.91,34.03,40.67,38.49,32.52,50.59,43.78,46.39,50.92,40.76,42.18,41.43,,,54.87,44.54,56.81,39.08,36.81,49.08,50.17,48.24,52.27,46.97,48.07,37.39,41.85,58.24,55.71,49.24,52.1,35.63
city,Reno-Sparks,walking,,Nevada,United States,100,89.65,104.84,98.8,121.68,168.14,121.14,113.08,136.69,127.76,116.25,146.87,172.24,99.21,104.7,104.04,105.2,107.62,128.92,158.61,93.64,100.12,106.13,110.46,121.66,154.24,165.07,97.93,105.65,107.27,110.72,117.08,169.26,194.76,160.44,122.34,119.81,110.35,117.56,156.34,194.1,114.87,111.53,113.58,113.52,123.04,151.53,190,100.43,104.12,109.73,115.11,116.31,156.92,163.58,99.01,102.13,103.37,107.91,108.7,132.26,103.68,67.91,78.34,64.18,56.48,60.02,64.95,56.81,48.1,55.74,52.46,54,56.52,68.49,52.67,46.98,54.89,58.53,59.5,64.45,70.14,53.23,38.53,49.38,55.59,60.87,58.57,72.5,58.84,40.81,59.09,65.69,67.27,64.41,68.72,62.36,52.44,63.6,65.76,64.45,77.79,77.2,66.48,59.83,79.38,75.3,73,77.21,82.63,77.06,60.72,76.48,76.63,85.36,82.8,97.47,92.24,75.2,,,91.51,96.62,121.04,107.54,89.3,96.42,93.08,104.39,110.89,118.86,112.51,98.51,87.54,114.1,119.59,117.72,140.95,133.68
city,Richmond,driving,,Virginia,United States,100,104.02,105.92,110.7,126.56,120.28,95.17,104.37,100.46,100.52,102.92,123.48,119.48,83.49,98.36,101.44,100.68,106.19,126.03,119.16,82.63,97.89,102.44,101.8,107.86,129.59,118.68,89.55,101.01,103.7,106.01,115.2,140.7,127.3,94.08,106.47,105.81,106.49,103.53,127.05,130.54,92.54,97.86,105.21,111.42,118.39,136.6,141.46,99.38,107.06,118.09,113.26,117.72,134.89,135.46,97.19,106.24,109.6,108.72,105.37,117.39,101.61,70.45,82.68,77.88,71.62,76.64,84.87,62.25,50.44,56.74,61.63,55.17,63.12,72.19,62.51,52.65,60.98,56.56,58.97,61.67,69.89,58.24,48.12,60.66,62.34,62.38,65.81,73.47,64.84,43.13,58.17,66.5,70.19,74.58,83.3,71.62,60.6,68.47,75.19,77.13,73.22,85.34,74.81,60.45,73.88,79.14,83.46,73.61,93.26,87.16,71,84.43,81.05,85.24,93.16,99.87,95.96,73.83,,,99.78,101.72,119.66,107.24,86.75,94.77,100.07,102.07,105.63,122.5,111.55,86.13,88.54,105.89,109.05,109.31,127.36,119.68
city,Richmond,transit,,Virginia,United States,100,98.47,104.38,102.82,104.73,92.69,83.77,94.33,94.84,101.49,102.35,105.08,105.59,80.88,99.06,102.03,98.63,97.69,108.84,102.66,84.51,99.69,94.92,94.96,94.06,109.86,100.2,84.08,101.41,104.22,104.38,99.92,120.34,100.7,87.64,93.98,94.64,108.02,94.33,104.73,108.33,86.35,93.12,92.73,94.21,110.17,107.59,111.38,83.34,90.85,98.47,99.73,104.18,101.1,91.94,80.02,87.41,84.59,71.33,74.15,83.73,69.57,51.78,63.86,60.66,58.47,58.66,54.79,45.95,44.54,41.61,47.52,51.82,45.56,55.42,50.45,45.25,54.87,41.73,48.26,50.45,49.16,49.2,41.69,50.92,45.6,47.87,53.54,48.18,47.05,41.06,47.28,47.83,46.85,53.62,47.52,47.13,43.18,49.82,48.18,52.05,46.46,51.31,46.93,46.85,53.85,55.69,54.09,47.24,57.37,56.24,50.92,57.37,48.69,50.18,57.88,54.4,53.62,48.14,,,60.15,56.51,61.28,61.2,54.87,61.91,57.72,58.23,58.27,70.43,60.11,50.25,63.2,62.18,57.72,62.3,62.77,60.81
city,Richmond,walking,,Virginia,United States,100,96.75,90.03,97.13,111.7,119.36,94.75,93.43,78.87,79.89,78.85,109.11,135.95,70.58,76.72,79.75,80.1,82.18,102.28,125.52,68.42,74.76,83.02,78.94,75.81,103.27,122.29,77.33,70.57,74.81,78.03,88.63,122.86,135.5,81.99,81.46,82.54,80.4,78.57,109.84,142.63,81.05,66.37,74.69,80.93,90.25,118.01,146.43,78.23,80.32,97.49,86.82,88.62,103.52,125.08,76.87,76.98,76.18,76.59,73.23,94.59,98.23,52.73,55.27,57.79,49.99,61.13,64.27,45.78,39.69,38.12,44.02,37.36,46.36,53.27,52.85,46.54,46.09,38.23,42.06,45.72,52.72,45.22,42.58,45.94,48.45,45.79,49.27,52.09,48.85,36.72,44.69,49.19,53.76,54.5,58.39,53.24,46.93,46.23,54.35,55.45,48.11,56.09,52.48,44.22,50.75,54.62,59.75,47.05,63.18,68.52,57.55,63.24,54.21,59.16,67.15,71.91,67.54,53.17,,,77.19,76.16,92.75,83.79,71.98,70.42,74.85,72.96,78.04,93.72,87.89,69.97,66.08,77.75,82.97,78.93,101.03,102.66
city,Rio de Janeiro,driving,,Rio de Janeiro (state),Brazil,100,97.43,101.13,104.05,110.67,104.14,86.67,88.43,101.45,99.88,99.9,110.49,105.74,94.27,98.06,100.03,101.39,101.95,118.62,108.54,87.51,102.13,99.61,119.72,101.94,122.69,126.99,99.17,112.27,101.63,122.69,108.82,126.13,135.95,105.39,111.59,122.91,133.91,158.22,184.09,194.74,156.06,138.79,136.31,103.32,97.18,105.92,110.79,76.31,96.6,98.73,100.77,107.09,120.15,122.45,91.71,101.07,107.64,105.61,101.04,110.2,92.97,68.68,66.59,52.47,47.82,42.51,41.33,30.74,24.63,31.36,28.5,29.65,31.34,36.16,34.38,27.69,32.44,33.21,36.01,36.98,39.45,39.2,29.64,35.76,36.13,38.38,43.57,33.18,39.78,29.19,34.33,36.17,38.05,36.57,42.36,39.81,30.95,37.49,32.48,43.68,36.17,41.48,38.41,31.25,37.23,38.19,39.73,42.9,36.21,38.28,30.2,40.01,42.98,44.66,39.66,49.78,50.61,33.73,,,40.84,41,44.71,44.71,34.44,41.67,43.87,46.2,47.16,54.4,50.67,33.43,45.89,45.83,48.68,49.26,58.06,55.93
city,Rio de Janeiro,transit,,Rio de Janeiro (state),Brazil,100,101.55,98.34,101.47,97.29,81.34,66.75,74.59,108.94,107.12,105.77,103.09,84.55,76.63,105.97,110.77,112.32,100.74,107.56,90.1,74,117.72,106.83,121.78,111.36,116.03,107.99,82.33,115.54,107.88,120.16,111.87,118.11,111.41,82.41,119.66,124.42,129.59,134.26,137.85,148.76,121.53,122.14,108.32,79.94,89.78,97.87,81.88,60.03,100.93,109.64,114.88,116.76,114.9,96.55,72.94,114.33,116.83,117.79,107.77,103.49,69.89,51.05,60.17,40.73,33.38,28.32,22.29,13.68,13.72,16.84,14.93,14.88,16.02,16.44,14.26,12,16.69,17.59,19.25,18.01,16.73,14.13,12.51,18.58,17.19,18.78,18.37,12.83,13.35,10.56,19.57,18.58,18.11,16.31,16.33,13.57,11.65,17.75,14.23,17.59,14.09,17.39,14.45,11.25,17.79,17.82,17.17,17.35,12.07,12.54,12.43,17.27,20.35,19.15,17.26,16.49,14.62,9.62,,,17.34,16.35,15.07,13.12,11.89,18.63,18,16.93,18.53,18.81,13.2,11.45,20.12,19.61,21.35,18.59,19.76,16.47
city,Rio de Janeiro,walking,,Rio de Janeiro (state),Brazil,100,105.01,105.56,98.62,96.15,94.55,70.9,72.9,105.73,105.46,97.29,111.5,91.07,74.7,98.45,104.64,105.41,101.34,109.24,92.51,64.42,98.2,106.8,105.47,110.6,117.1,118.57,83.23,101.15,99.54,110.62,119.14,130.69,137.79,96.27,118.59,129.09,140.8,164.29,204.38,310.73,324.06,271.56,251.19,125.91,112.46,127.08,111.13,64.09,95.76,107.6,114.6,117.18,126.86,114.94,79.59,112.52,116.16,118.47,108.42,109.13,82.83,57.67,68.22,53.56,42.13,35.97,31.54,19.97,14.84,20.63,18.4,22.11,21.68,24.55,23.25,16.91,21.52,22.92,24.45,26.42,25.39,23.81,18.17,23.52,24.67,24.47,29.92,21.87,25.78,17.53,23.14,25.07,26.32,25.4,26.41,25.57,18.32,25.54,21.51,27.84,23.67,24.65,25.75,18.46,25.02,24.81,26.41,28.53,21.49,22.55,17.21,26.9,28.34,29.5,23.86,30.76,29.93,19.78,,,25.78,26.77,27.27,26.68,19.97,27.73,28.75,30.25,29.32,32.62,30.7,19.06,29.89,28.68,30.97,31.89,35.62,34.6
city,Riyadh,driving,الرياض,,Saudi Arabia,100,100.68,98.11,105.73,103.01,92.53,87.72,88.4,89.67,89.99,100.93,101.95,87.26,86.21,94.96,95.19,98.17,120.56,117.74,98.94,91.14,93.67,93.99,98.51,119.54,122.97,103.76,98.74,100.56,95.08,101.41,117.11,116.75,99.48,87.69,92.74,93.12,95.16,114.52,117.49,95.26,92.27,91.9,93.86,104.38,128.7,130.93,107.43,96.34,94.96,100.18,98.4,124.76,122.05,96.11,90.23,94.23,101.72,100.18,103.71,97.92,83.58,73.98,69.06,66.11,65.26,63.59,59.21,49.47,43.58,35.12,39.37,43.45,40.55,39.04,40.27,39.69,42.16,41.54,43.81,42.75,41.2,43.17,44.85,39.43,36.94,41.61,37.39,37.11,39.56,39.86,32.51,34.09,36.38,32.17,32.15,34.02,36.08,36.18,38.37,38.48,37.21,30.78,32.28,40.42,45.97,47.54,50.1,49.21,48.32,49.7,48.42,50.59,49.67,50.62,49.08,48.95,52.59,53.74,,,53.34,53.57,51.22,54.07,56.07,55.52,57.38,61.53,64.37,59.77,36.41,33.68,36.51,37.18,57.21,63.56,68.23,67.85
city,Riyadh,walking,الرياض,,Saudi Arabia,100,97.12,99.22,102.83,102.88,98.04,91.92,92.01,86.07,87.85,94.06,96.99,83.88,84.89,89.63,91.32,98.04,110.5,112.33,101.19,93.74,95.21,94.25,94.38,112.47,118.31,109.27,97.03,102.56,93.15,104.06,108.86,106.85,97.99,88.86,94.34,87.58,95.94,108.63,107.17,93.47,88.54,86.99,94.16,95.53,125.71,123.11,108.58,100.37,89.5,99.45,92.47,113.11,119.73,93.33,91.14,96.3,102.88,97.26,102.79,99.13,86.3,76.62,74.06,72.97,68.49,67.58,65.71,57.58,48.86,47.17,46.76,53.84,49.36,48.4,50.27,50.46,55.16,50.32,55.75,53.33,50.18,50.87,51.78,55.34,56.3,65.94,54.79,49.95,49.22,52.28,47.76,44.89,49.27,45.57,43.84,46.03,49.63,48.13,47.49,49.18,45.66,45.84,43.79,49.13,57.53,55.48,60.5,51.64,55.94,55.89,54.7,57.9,57.4,56.03,53.65,55.21,61.78,62.97,,,59.18,64.2,61.55,66.39,60.78,56.94,64.02,64.61,66.58,65.02,45.48,47.99,49.32,48.31,74.34,74.29,74.43,74.84
city,Rochester,driving,,New York,United States,100,107,106.08,105.45,122.77,101.94,79.86,95.94,101.87,101.38,106.81,127.08,119.11,81.73,93.76,98.21,98.08,103.34,125.21,119.59,79.29,93.48,99.18,100.96,101.2,90.99,110.14,84.96,99.36,101.8,105.67,110.23,131.12,121.66,89.32,101.38,108.1,108,112.42,132.43,123.66,89.88,98.85,105.33,113.07,109.74,131.84,129.92,94.49,103.3,109.44,111.03,116.96,129.91,131.62,92.84,104.78,104.76,106.4,102.76,110.55,96.22,67.41,77.49,69.47,66.48,66.74,71.71,60.28,45.09,45.91,50.41,53.49,57.06,65.67,51.76,44.67,50.87,53.63,57.82,59.64,65.16,59.26,47.69,59.28,60.95,60.92,59.69,65.22,64.76,41.42,54.24,62.4,67.13,65.55,74.74,71.96,54.75,69.99,64.53,69.6,70.91,81.96,81.49,53.13,69.22,75.82,75.76,75.14,92.85,87.44,75.74,76.08,85.28,85.58,84,97.18,89.25,67.62,,,97.56,91.34,107.94,107.38,79.22,90.44,103.38,110.14,114.41,126.31,108.63,92.18,84.28,110.69,118.17,113.1,120.72,111.83
city,Rochester,transit,,New York,United States,100,99.26,95.92,89.83,88.26,76.77,63.28,95.84,101.49,107.71,98.64,111.57,80.85,63.06,97.98,84.97,96.1,92.68,105.04,81.16,62.53,91.41,96.14,97.5,88.69,78.62,73.75,60.43,96.8,104.21,98.33,93.16,105.26,78.62,66.96,90.8,100,95.92,89.26,93.16,77.96,62.05,101.01,91.37,86.81,93.69,93.73,84.27,64.81,99.17,98.77,102.32,98.69,102.1,88.34,63.63,91.94,89.57,90.05,91.06,81.99,69.06,57.67,67.09,54.12,60.25,49.17,50.88,38.78,35.76,34.66,39,36.99,40.93,43.12,35.76,35.5,43.73,47.81,41.1,33.39,42.2,36.28,32.56,44.48,45.49,40.4,38.48,32.25,35.85,28.79,35.45,35.36,38.08,35.93,41.37,34.18,30.19,42.24,37.82,35.63,33.48,37.69,38.78,33.13,41.24,37.12,33.74,46.45,39.13,39.35,39.75,42.68,46.41,46.89,37.6,39.83,35.71,32.08,,,43.43,41.15,44.61,44.13,35.32,46.93,45.62,52.54,52.15,52.67,43.3,43.21,44.7,56.7,52.54,51.67,54.43,51.14
city,Rochester,walking,,New York,United States,100,104.95,108.02,93.66,108.75,104.5,72.81,82.75,90.11,90.81,97.93,129.88,127.67,74.03,85.14,84.12,87.06,88.49,119.33,117.89,73.39,86.46,89.93,86.88,91.17,90.73,115.22,73.57,84.74,89.33,98.08,94.79,123.81,127.07,80.63,89.25,98.65,96.82,104.2,140.1,132.22,88.1,93.75,93.33,105.19,97.48,122.2,132.55,90.9,97.79,102.38,111.26,133.02,134.8,155.79,98.89,116.54,95.89,96.89,99.16,105.03,128.64,72.51,82.84,76.01,75.27,72.88,77.07,63.3,53.51,49.96,59.56,61.42,71.47,77.07,54.04,64.75,55.57,62.46,65.64,69.79,67.27,63.56,58.77,72.17,72.92,73.06,65.33,62.98,67.87,54.13,52.78,69.85,66.72,65.1,72.33,69.33,55.79,80.77,63.3,65.2,66.96,76.52,94.35,51.01,72.19,79.28,79.88,78.02,90.79,99.29,102.56,79.22,86.33,88.65,82.07,87.72,79.62,64.36,,,110.75,98.87,123.63,120.14,95.14,99.07,118.17,130.14,136.11,146.2,127.32,112.96,97.95,124.07,130.41,118.49,130.74,123.21
city,Rome,driving,Roma,Lazio Region,Italy,100,101.33,103.95,105.28,116.68,123.52,94.04,100.84,107.1,109.79,110.03,121.85,123.72,101.54,101.02,102.39,104.57,107.07,114.38,115.21,98.44,99.16,102.46,105.16,106.4,121.42,121.57,95.5,102.27,108.9,110.19,119.94,149.44,136.9,125.77,108.89,114.51,120.03,127.42,134.73,136.26,110.71,117.22,105.03,102.09,102.85,112.16,113.08,78.44,88.87,91.28,88,85.47,85.92,77.08,62.59,52.45,32.54,25.93,17.82,15.79,12.56,11.93,14.41,13.93,13.64,14.2,14.68,11.73,9.7,12.93,13.06,12.98,12.39,12.9,11.53,9.92,13.03,13.87,13.8,14.26,14.57,12.77,10.86,14.85,15.65,16.06,16.65,17.98,15.33,8.62,10.04,15.79,16.7,16.86,17.3,15.65,13.35,16.36,17.34,17.41,18.47,19.59,15.18,16.64,19.26,19.6,20.44,21.13,15.16,19.66,21.65,35.08,35.1,35.64,35.85,36.7,33.21,31.89,,,37.72,38.33,39.24,36.72,36.33,50.18,51.38,51.75,56.13,61.51,62.72,53.13,54.95,57.32,59.16,61.09,58.89,64.42
city,Rome,transit,Roma,Lazio Region,Italy,100,103.32,104.18,101.56,111.78,118.24,111.94,102.36,101.46,102.86,105.77,111.39,123.59,118.12,106.8,106.49,109.25,107.27,104.41,108.97,106.25,99.71,104.99,105.77,110.61,119.21,117.73,114.63,111.62,115.47,118.09,123.59,135.16,140.16,134.94,123.8,124.48,128.16,134.44,135.18,139.63,136.16,121.99,97.99,92.06,92.46,97.31,98.85,81.78,79.49,77.4,71.76,69.91,67.12,58.54,46.95,35.29,18.46,14.43,8.46,6.75,5.97,5.85,6.05,6.08,5.75,5.71,5.26,5.1,5.5,5.69,4.84,5.17,4.79,4.11,4.79,5.01,5.5,4.9,4.84,5.51,4.72,4.82,4.96,5.45,5.8,5.78,5.63,5.36,4.91,4.86,5.19,6.54,6.59,6.79,6.41,5.73,6.39,6.81,6.75,7.12,6.57,5.76,6.02,6.73,7.32,7.46,8.08,8.25,7.88,7.13,10.02,13.45,13.92,12.98,13.44,12.38,12.65,12.88,,,13.27,13.26,13.65,14.7,16,18.91,18.53,17.59,18.46,18.98,20.92,20.59,22.36,21.3,21.69,21.95,18.59,19.58
city,Rome,walking,Roma,Lazio Region,Italy,100,101.6,103.57,105.82,127.44,144.2,118.28,98.79,102.64,104.29,110.07,132.69,155.47,122.07,101.93,102.3,107.23,108.4,126.53,138,119.42,101.11,105.3,103.91,110.12,133.42,152.56,120.05,104.16,119.58,120.47,137.4,180.24,195.36,163.15,132.84,136.36,135.59,152.93,166.18,185.58,155.28,136.65,116.62,102.3,103.63,115.38,124.63,80.16,71.34,74.28,74.42,75.72,78.66,76.49,59.01,40.34,24.97,19,10.76,9.23,8.15,8.11,8.25,7.3,7.14,7.73,8.41,7.5,5.64,6.44,6.67,6.22,5.58,6.32,6.43,5.65,6.36,6.88,6.99,6.86,7.22,7.39,5.95,7.04,7.56,7.74,8.35,9.58,8.65,5.43,5.81,7.28,7.86,8.15,9.01,8.63,7.22,6.88,7.95,7.71,8.81,10.01,9.51,11.18,10.52,9.44,10.31,11.03,9.24,12.24,12.85,20.2,20.24,20.33,20.7,21.64,24.46,20.74,,,19.19,20.61,22.34,23.94,22.41,25.3,26.84,24.06,28.76,32.78,36.29,27.85,26.87,27.6,29.2,31.12,24.72,35.03
city,Rostov-on-Don,driving,Rostov-Na-Donu|Ростов-на-Дону,Rostov Oblast,Russia,100,93.77,96.74,90.88,98.72,92.25,86.88,98.16,96.31,94.28,98.81,102.05,91.5,93.47,91.8,100.61,95.03,94.3,97.1,92.8,88.51,93.07,94.4,103.99,98.34,92.3,79.87,82.17,93.09,95.87,90.6,102.65,116.69,100.93,96.14,99.2,98.01,102.5,106.94,108.7,94.44,73.23,84.63,98.53,101.09,101.97,107.02,99.08,108.1,97.43,101.51,104.22,110.76,119.98,103.5,84.86,99.87,101.33,98.22,104.35,110.82,103.74,95.13,93.45,96.07,87.09,91.91,95.26,84.2,82.24,87.1,82.04,82.79,77.78,84.51,62.35,52.83,49.38,42.5,37.62,35.73,38.18,36.75,38.93,39.16,43.71,44.4,44.96,48.92,39.91,38.8,46.31,51.77,50.82,51.76,54.9,44.79,40.61,54.87,57.16,58.41,49.53,50.44,44.74,43.93,49.28,55.35,61.8,62.17,50.96,46.25,42.93,49.16,53.45,54.67,59.63,58.95,42.44,48.49,,,67.99,67.17,68.94,61.54,65.95,69.82,71.28,72.21,67.77,70.88,69.15,65.55,74.02,78.13,78.95,83.11,85.55,76.4
city,Rostov-on-Don,walking,Rostov-Na-Donu|Ростов-на-Дону,Rostov Oblast,Russia,100,100.04,104.9,106.27,105.16,105.24,94.16,117.06,103.27,94.59,95.53,106.32,100,93.6,94.46,118.31,104.21,101.72,105.97,87.45,88.18,99.91,103.14,87.15,78.38,88.27,91.36,79.72,96.73,99.83,91.23,109.33,118.99,113.88,109.2,114.57,115.6,108.85,109.28,103.39,88.05,69.88,68.16,98.93,104.68,120.5,101.76,110.53,112.51,109.5,118.82,124.45,132.36,116.89,117.32,99.14,105.2,113.24,100.17,114.95,122.91,123.33,98.84,95.79,99.18,85.35,97.34,91.58,90.63,78.3,79.2,79.42,82.25,79.33,89.9,58.44,53.85,52.56,39.45,32.96,33.65,37.3,37.39,32.92,33.52,40.95,39.92,41,56.17,47.4,39.62,44.52,49.72,41.34,42.07,50.88,44.99,32.27,45.25,54.96,52.81,45.6,47.83,43.62,40.83,47.7,52.21,57.24,58.36,47.23,43.7,40.74,46.15,51.53,54.58,60.51,59.26,40.05,48.6,,,74.26,67.86,74.39,61.88,61.93,71.16,68.76,69.14,60.16,72.63,74.43,69.96,70.69,80.4,82.51,92.82,83.28,81.22
city,Rotterdam,driving,,South Holland,Netherlands,100,102.81,102.61,108.34,109.58,97.04,89.81,105.82,110.08,108.03,112.98,110.78,102.19,88.98,109.77,119.89,105.71,116.14,113.53,107.21,87.89,106.09,109.73,106.81,103.28,122.89,99.69,89.74,131.26,112.4,109.58,116.81,120.08,101.78,85.99,104.66,108.43,112.72,120.12,118.09,92.57,76.75,96.58,97.77,97.87,98.39,111.02,90.23,84.96,105.38,110.1,106.35,110.55,117.54,100.29,84.27,107.26,100.15,93.96,84.05,75.22,65.74,47.74,52.99,50.13,49.47,47.76,51.97,45.88,37.16,44.85,47.14,47.87,48.25,53.2,45.94,38.85,46.32,49.94,50.06,51.91,54.53,48.45,44.87,51.45,54.77,58.54,58.33,62.41,51.63,38.18,46.03,54.07,57.43,58.58,62.18,51.8,49.17,57.75,59.92,65.03,66.53,66.58,57.63,48.92,55.61,59.61,63.74,65.56,69.4,60.35,54.72,61.78,62.85,68.67,70.41,78.06,76.96,64.21,,,75.42,76.95,82.83,75.56,68.17,76.16,79.99,86.09,81.5,91.65,78.56,70.18,86.72,92.74,92.79,96.48,101.86,89.33
