geo_type,region,transportation_type,alternative_name,sub-region,country,1/13/2020,1/14/2020,1/15/2020,1/16/2020,1/17/2020,1/18/2020,1/19/2020,1/20/2020,1/21/2020,1/22/2020,1/23/2020,1/24/2020,1/25/2020,1/26/2020,1/27/2020,1/28/2020,1/29/2020,1/30/2020,1/31/2020,2/1/2020,2/2/2020,2/3/2020,2/4/2020,2/5/2020,2/6/2020,2/7/2020,2/8/2020,2/9/2020,2/10/2020,2/11/2020,2/12/2020,2/13/2020,2/14/2020,2/15/2020,2/16/2020,2/17/2020,2/18/2020,2/19/2020,2/20/2020,2/21/2020,2/22/2020,2/23/2020,2/24/2020,2/25/2020,2/26/2020,2/27/2020,2/28/2020,2/29/2020,3/1/2020,3/2/2020,3/3/2020,3/4/2020,3/5/2020,3/6/2020,3/7/2020,3/8/2020,3/9/2020,3/10/2020,3/11/2020,3/12/2020,3/13/2020,3/14/2020,3/15/2020,3/16/2020,3/17/2020,3/18/2020,3/19/2020,3/20/2020,3/21/2020,3/22/2020,3/23/2020,3/24/2020,3/25/2020,3/26/2020,3/27/2020,3/28/2020,3/29/2020,3/30/2020,3/31/2020,4/1/2020,4/2/2020,4/3/2020,4/4/2020,4/5/2020,4/6/2020,4/7/2020,4/8/2020,4/9/2020,4/10/2020,4/11/2020,4/12/2020,4/13/2020,4/14/2020,4/15/2020,4/16/2020,4/17/2020,4/18/2020,4/19/2020,4/20/2020,4/21/2020,4/22/2020,4/23/2020,4/24/2020,4/25/2020,4/26/2020,4/27/2020,4/28/2020,4/29/2020,4/30/2020,5/1/2020,5/2/2020,5/3/2020,5/4/2020,5/5/2020,5/6/2020,5/7/2020,5/8/2020,5/9/2020,5/10/2020,5/11/2020,5/12/2020,5/13/2020,5/14/2020,5/15/2020,5/16/2020,5/17/2020,5/18/2020,5/19/2020,5/20/2020,5/21/2020,5/22/2020,5/23/2020,5/24/2020,5/25/2020,5/26/2020,5/27/2020,5/28/2020,5/29/2020,5/30/2020
city,Birmingham,driving,,England,United Kingdom,100,104.03,102.98,103.8,105.29,102.57,85.85,104.19,107.52,106.28,107.32,109.67,106.49,87.77,99.69,108.12,108.75,102.93,110.65,106.63,89.76,99.36,105.25,104.19,107.74,114.86,104.45,84.46,103.17,108.72,106.75,106.71,118.65,103.96,95.88,112.14,113.38,117.4,120.3,120.5,107.54,101.81,104.81,117.91,109.54,106.67,122.35,110.72,90.96,103.13,111.88,109.46,109.59,114.06,110.9,90.8,100.83,104.42,103.38,95.73,96.96,87.48,70.84,77.77,69.62,67.46,66.72,66.42,53.56,43.29,52.48,38.79,36.3,35.55,37.77,30.54,25,33.52,35.18,34.77,34.51,38.16,32.58,27.28,35.75,36.9,37.67,38.58,36.16,33.41,25.42,31.77,40.26,41.55,41.24,43.27,35.88,32.27,41.37,42.09,43.7,43.2,47.05,39.94,34.31,42.79,42.55,43.8,44.47,49.41,43.72,36.67,46.02,48.27,49.89,50.25,45.44,45.14,38.4,,,55.39,57.79,62.17,58.57,51.65,60.57,64.6,66.88,66.76,73.42,65.66,56.99,66.59,74.01,74.69,76.36,81.95,75.5
city,Birmingham,transit,,England,United Kingdom,100,102.32,103.58,100.84,97.53,87.24,83.08,102.35,103.16,106.99,100.85,99.86,90.47,83.71,103.48,106.51,105.37,103.24,98.45,88.86,82.38,101.36,105.08,108.81,102.72,103.46,89.19,80.68,101.47,105.77,107.16,103.45,104.24,88.53,86.75,106.79,110.96,110.95,107.66,104.25,90.49,84.76,105.75,111.82,108.14,106.13,112.85,94,88.61,109.78,115.28,110.29,105.52,107.38,95.28,83.67,104.3,104.25,103.65,96.03,88.18,73.05,64.75,77.11,63.43,57.82,51.91,50.73,39.31,35.23,36.28,28.4,24.84,22.83,23.04,20.84,20.01,24.44,22.51,22.02,20.4,21.48,19.26,19.02,19.89,20.84,20.39,19.05,18.44,16.51,17.52,20.43,22.7,22.27,21.54,20.22,17.89,18.17,21.82,22.21,21.67,20.81,19.56,19.24,18.68,22.85,21.24,21.22,20.44,21.09,21.33,20.6,24.91,22.64,23.92,25.23,24.34,21.92,21.32,,,26.55,27.04,25.98,23.93,26.26,29.45,28.45,31.57,27.89,30.04,26.1,26.43,31.7,35.37,35.58,34.98,34.37,32.84
city,Birmingham,walking,,England,United Kingdom,100,108.45,116.34,111.06,124.85,161.21,98.32,112.92,121.15,126.35,123.56,145.85,192.1,94.15,109.59,125.46,145.09,121.28,141.72,182.14,102.12,110.14,121.02,126.68,125.22,134.08,166.45,76.23,102.4,117.76,123.76,119.11,165.71,160.79,96.98,122.71,123.58,132.16,137.18,146.27,173.57,95.43,108.78,146.28,122.19,120.62,140.97,189.7,104.45,115.09,122.58,123.15,116.28,142.53,195.42,93.04,101.25,113.56,115.78,105.2,115.74,134.46,71.09,76.29,64.74,56.64,56.6,61.59,51.43,41.64,49.72,41.06,43.45,41.43,43.41,38.53,32.1,36.17,41.87,40.31,41.39,46.43,41.63,35.9,40.55,44.76,46.04,45.82,47.27,45.94,35.68,38.97,48.97,51.74,50.57,48.04,40.2,42.19,49.6,49.81,51.32,50.02,55.76,51.58,40.84,44.92,37.74,40.61,41.28,48.17,52.44,39.98,47.3,51.26,54.8,54.18,53.79,56.13,38.7,,,56.04,62.41,64.17,63.47,54.89,62.37,69.62,72.89,68.7,71.77,65.35,56.28,69.58,76.12,76.7,78.64,82.74,78.32
city,Bochum - Dortmund,driving,,North Rhine-Westphalia,Germany,100,100.72,105.4,100.43,111.27,101.16,91.71,97.6,101.83,102.99,99.66,104.59,96.99,91.5,97.36,101.8,101.48,101.41,111.56,114.96,96.38,99.29,104.87,101.22,100.85,108.84,105.91,85.81,97.71,104.06,108.43,122.64,119.28,108.39,94.21,103.41,113.69,103.96,98.78,106.72,100.31,78.55,92.35,104.1,100.68,100.89,106.25,104.7,93.55,96.7,107.98,101.06,100.27,106.04,105.05,92.17,95.6,98.43,94.63,89.72,83.33,75.3,64.25,66.98,63.95,58.64,52.42,47.97,39.22,38.51,45.99,45.99,47.83,49.47,50.57,45.91,40.49,51.1,54.34,55.17,53.27,52.97,50.29,54.64,60.48,61.58,63.71,60.39,51.65,53.18,45.4,52.65,62.14,65.55,67.48,66.8,56.53,62.13,69.17,70.36,71.43,72.66,67.4,62.04,62.79,69.56,67.91,69.8,70.97,59.4,68.98,68.96,76.65,77.44,78.15,80.92,81.83,75.51,68.41,,,82.4,85.37,91.01,85.72,83.15,92.25,93.59,96.56,85.29,93.87,83.58,81.83,96.08,100.88,101.16,106.72,117.5,100.98
city,Bochum - Dortmund,transit,,North Rhine-Westphalia,Germany,100,107.13,109.66,102.93,105.33,102.96,99,106.09,110.76,103.2,101.96,111.42,101.86,102.93,108.42,106.29,107.43,106.39,111.59,127.91,111.99,110.89,110.72,98.97,103.86,106.76,111.02,98.04,114.15,116.65,117.32,114.69,118.55,115.28,127.61,236.43,216.42,151.88,145.95,151.25,154.35,135.43,144.52,145.15,142.72,139.89,149.92,166.83,148.82,149.05,153.15,143.29,139.39,144.52,160.74,149.95,138.69,129.04,126.47,123.31,101.43,102.5,91.71,88.91,80.02,75.69,65.07,56.24,51.58,52.88,61.64,59.91,55.88,59.04,61.27,63.87,54.58,59.04,65.07,62.34,64.07,60.04,63.84,80.12,77.26,78.16,77.52,76.46,76.06,71.73,77.29,77.46,78.92,86.48,83.75,84.12,75.19,96.24,86.31,84.38,89.41,92.61,76.79,79.62,93.97,93.07,87.21,84.28,80.42,78.62,84.78,98.9,96.94,103.3,99.7,103.53,99.73,91.74,93.91,,,101.07,108.26,102.96,107.19,116.85,123.94,118.98,114.55,122.74,105.33,106.43,112.45,131.7,129.57,136.03,134.1,134.2,131.77
city,Bochum - Dortmund,walking,,North Rhine-Westphalia,Germany,100,103.34,106.03,109.23,113.88,121.21,83.67,95.97,102.26,95.71,103.03,120.61,117.57,83.23,96.88,96.14,96.78,103.61,124.33,147.95,84.52,108.91,104.17,104.93,106.25,122.7,136.96,63.14,87.73,101.16,105.84,103.79,139.05,139.12,80.99,110.23,139.88,98.23,98.65,109.76,119.95,66.53,91.5,97.91,91.98,93.85,113.6,130.94,84.7,98.45,109.7,96.59,97.05,108.75,133.05,85.99,93.08,87.96,89.77,90.77,87,90.2,67.24,76.55,74.91,66.77,59.45,48.87,47.26,47.53,54.16,54.37,56.71,56.36,62.81,63.52,37.36,52.83,60.66,64.9,57.68,54.53,70.69,85.06,83.44,79.57,82.09,77.5,86.32,80.16,74,66.43,67.99,78.06,84.76,84.19,71.29,88.82,82.89,80.7,81.28,83.55,79,79.32,83.02,81.89,64.52,67.42,73.18,64.91,68.05,80.89,80.75,86.36,87.4,91.13,92.29,93.66,67,,,83.26,95.51,96.31,97.4,92.88,97.76,99.38,98.92,105.77,100.27,96.04,71.35,98.74,106.46,107.96,109.95,115.78,120.59
city,Boise,driving,,Idaho,United States,100,100.22,104.93,108.2,121.04,110.38,74.02,98.75,102.15,107.29,106.8,120.01,112.09,70.3,98.57,102.92,106.46,107.72,125.14,118.58,69.16,99.03,102.59,107.37,108.3,134.35,121.55,79.52,105.35,110.62,114.47,122.92,139.03,117.01,81.17,107.34,109.17,111.48,119.17,143.46,137.57,85.15,109.79,113.64,111.36,123.86,148.5,136.52,87.34,108.48,111.19,112.84,130.27,155.85,140.5,86.25,109.02,118.6,115.66,115.72,127.93,108.56,67.34,93.36,88.01,84.87,86.5,89.04,76.84,54.82,69.02,68.24,65.49,57.8,65.1,57.41,41.05,56.88,65.67,61.87,63.84,68.92,58.46,44.83,62.48,65.2,68.44,70.41,80.39,68.09,40.4,68.37,70.89,74.12,76.33,87.34,77.18,59.89,80.48,79.78,80.95,82.57,93.01,82.3,63.47,80.5,88.51,88.74,89.34,110.13,95.45,71.02,98.53,100.43,96.31,105.12,118.05,106.8,72.48,,,107.61,109.92,130.42,119.44,88.97,114.7,118.6,117.24,128.33,146.67,129.3,99.93,103.86,133.88,139.42,143.73,158,135.54
city,Boise,walking,,Idaho,United States,100,109.11,117.3,117.78,152.28,151.03,89.94,99.63,98.79,116.3,117.6,148.43,143.33,76.54,105.19,107.86,117.48,110.04,144.38,167.47,69.93,96.38,111.73,101.34,108.51,155.18,149.76,96.13,105.68,115.65,125.32,136.84,187.32,153.72,96.13,111.82,110.43,117.69,123.44,177.49,180.04,94.41,118.76,124.07,123.32,145.79,191.79,174.1,97.82,108.69,117.6,117.2,149.64,195.59,178.07,100.97,120.66,136.45,136.47,131.88,149.27,129.56,76.4,95.34,92.19,80.87,86.62,89.2,73.99,57.89,65.38,66.75,59.61,53.05,60.86,55.09,44.03,55.51,57.15,59.4,57.85,63.25,59.82,46.12,64.53,68.98,74.89,71.04,85.11,66.61,37.82,63.09,64.62,64.6,71.99,80.32,68.37,58.1,78.65,79.02,74.89,65.13,84.98,79.3,62.95,76.12,81.2,89.38,83.56,106.86,93.39,70.86,97.17,98.26,90.54,100.97,113.1,116.16,73.08,,,107.63,103.08,127.1,133.5,100.49,106.42,116.39,106.56,133.02,157.25,148.76,114.58,117.69,149.99,151.63,155.16,171.99,160.28
city,Bologna,driving,,Emilia-Romagna Region,Italy,100,104.28,109.66,113.14,118.72,122.42,108.87,106.65,105.36,109.98,115.15,122.55,134.3,113.06,100.82,100.88,99.8,102.13,109.23,126.06,103.54,99.76,102.79,103.86,105.86,120.34,125.51,108.64,104.4,107.38,119.25,115.83,135.04,142.34,117.09,107.45,112.32,114.45,120.94,130.74,137.83,104.9,90.53,86.44,77.11,79.19,81.56,82.43,70,69.76,72.92,72.47,70.64,72.49,70.97,58.09,49.07,34.97,28.28,20.89,19.65,14.15,13.35,17.16,17.48,16.35,15.69,16.6,12.13,10.48,13.22,13.5,14.18,13.11,14.05,13.21,10.57,14.17,14.59,14.56,14.31,15.94,13.27,11.06,15.33,16.89,17.4,18.19,18.44,15.12,10.42,11.74,17.91,18.75,18.68,20.07,16.77,14.24,16.9,18.27,18.7,20.34,21.12,15.86,17.53,20.89,21.95,22.05,21.5,17.2,19.82,21.08,37.49,37.57,35.92,38.14,41.46,35.56,33.68,,,44.07,42.96,43.23,37.08,40.23,50.08,50.34,54.82,56.69,60.83,61.04,54.53,58.09,57.02,58.69,61.2,64.26,62.51
city,Bologna,walking,,Emilia-Romagna Region,Italy,100,110.02,121.97,122.44,139.41,160.9,138.01,108.69,108.32,116.64,130.62,167.4,206.55,145.93,109.3,106.83,105.27,113.62,133.05,181.92,125.88,113.95,111.72,115.14,118.77,144.43,183.13,128.31,117.91,122.91,133.46,138.36,178.8,226.93,150.36,133.41,139.6,145.89,154.97,172.65,211.3,131.11,101.23,76.77,65.89,71.92,79.85,97.09,57.59,60.21,58.38,60.9,55.94,63.67,70.18,42.3,33.84,26.34,24.47,18.03,16.47,11.81,14.53,12.03,12.71,12.03,11.7,12.54,10.78,9.13,10.04,9.49,8.97,7.95,9.08,10.98,8.39,10.24,9.84,9.92,10.57,10.3,9.9,8.56,9.59,10.9,11.22,12.29,12,11.41,7.55,8.85,10.53,11.12,11.52,13.55,12.05,10.9,9.41,10.51,13.19,13.08,15.08,12.83,13.32,14.37,13.84,13.13,12.67,13.08,15.25,16.04,30.98,28.67,28.22,30.35,34.98,33.7,29.66,,,28.23,30.8,31.47,30.47,36.15,33.17,34.47,36.7,38.83,42.2,45.42,35.78,37.96,39.62,37.03,40.79,43.48,47.98
city,Bordeaux,driving,,Aquitaine Region,France,100,105.5,111.96,113.36,115.27,113.64,86.83,98.92,100.7,107.48,108.48,119.94,108.76,82.16,100.3,100.98,108.56,109.3,117.08,118.09,96.01,103.02,99.64,104.72,111.8,117.45,123.1,90.94,103.21,106.32,111.03,115.13,132.06,133.44,96.35,112.03,111.53,115.57,121.68,128.57,113.64,85.57,99.91,100.46,100.79,102.44,103.15,94.32,76.4,88.48,91.85,96.08,97.19,107.2,96.61,82.56,95.18,97.74,100.18,94.29,90.57,75.21,56.47,54.09,27.83,19.82,18.68,18.39,14.9,13.58,20.52,19.77,21,18.72,18.88,16.08,14.86,18.31,19.89,20.23,20.05,19.98,16.91,17.27,21.29,21.51,22.01,21.68,22.86,19.4,16.06,19.61,26.67,26.86,27.01,25.71,20.44,20.65,28.15,27.53,29.14,29.24,29.28,24.77,24.15,31.16,40.37,36.73,35.92,27.88,29.64,30.72,38.82,41.31,41.56,42.47,35.88,35.6,40.38,,,75.25,77.14,79.71,71.98,63.36,83.6,88.18,90.15,75.68,83.08,70.28,69.82,91.07,92.69,97.84,99.68,100.39,86.68
city,Bordeaux,transit,,Aquitaine Region,France,100,95.19,102.9,103.64,111.87,107.89,90.29,101.6,98.83,100.74,103.38,109.53,102.47,85.53,96.92,96.19,103.16,110.23,119.41,118.07,96.88,97.57,97.31,96.66,107.41,119.63,119.76,100.22,103.47,105.29,107.97,120.36,134.62,136.53,120.88,201.65,173.74,186.18,191.94,191.07,169.89,148.92,174.96,163.78,167.76,175.22,164.08,155.68,138.73,147.79,159.66,172.1,174.26,211.79,183.8,155.37,160.53,150.91,173.61,153.81,147.53,131.02,64.95,43.28,24.39,21.88,20.06,20.41,19.11,18.41,19.63,15.64,17.72,17.33,18.33,16.72,16.98,17.24,18.5,19.76,16.46,19.8,16.77,17.03,20.8,20.41,19.54,16.29,19.97,20.58,20.23,22.31,25.22,25.22,26.56,22.79,23.92,25.35,26.95,33.67,28.86,25,29.42,34.36,26.56,33.54,29.72,28.34,37.44,27.64,29.51,41.55,38.39,42.5,47.27,53.64,40.03,41.38,51.73,,,79.81,76.52,68.07,63.65,66.12,87.18,102.86,102.86,95.58,99.05,89.43,90.38,124.96,130.33,131.54,121.06,125.87,97.31
city,Bordeaux,walking,,Aquitaine Region,France,100,112.15,119.79,134.03,132.44,165.49,83.03,94.47,103.54,105.22,121.11,149.14,164.22,81.11,91.97,99.21,116.58,120.23,141.14,173.77,101.49,105.19,100.24,110.93,128.22,141.75,178.81,87.11,95.01,106.18,120.7,130.16,176.72,196.42,96.83,112.23,121.35,126.47,145.9,145.04,148.25,85.45,102.86,98.13,102.02,102.59,117.05,119.19,68.45,78.31,87.64,89.83,102.31,117.45,136.43,78.75,86.42,95.02,104.68,102.69,108.94,110.36,65.25,36.97,18.56,17.93,18.19,17.7,14.34,13.56,21.13,18.67,17.39,15.9,16.35,15.38,10.8,11.57,15.29,15.3,15.57,15.71,15.02,15.16,12.77,15.31,14.81,16,18.61,16.49,12.89,15.55,18.92,17.93,18.64,16.43,14.3,13.79,17.26,16.8,17.19,18.92,21.41,17.57,17.46,18.57,18.13,18.33,19.43,15.24,17.45,20,24.92,26.02,27.31,27.63,23.11,23.44,21.04,,,53.64,57.33,61.97,57.43,42.63,62.87,65.73,62.58,49.74,62.99,50.47,45.76,66.55,71.04,70.41,69.14,73.92,63.75
city,Boston,driving,,Massachusetts,United States,100,102.84,108.22,109.17,124.38,102.86,84.1,96.18,101.76,102.08,105.25,121.47,110.97,85.57,92.36,97.64,101.09,104.86,119.76,111.52,79.1,92.4,98.52,100.31,101.35,118.91,113.82,86.95,95.1,102.03,104.54,108.95,132.65,115.01,91.91,96.23,103.09,106.54,107.25,121.26,114.81,88.86,97.75,102.46,104.67,112.25,126.72,120.81,92.44,97.76,108.66,103.24,110.35,121.4,113.53,91.06,100.2,98.55,96.6,90.89,92.56,80.61,59.66,64.49,54.72,56.98,49.03,58.15,50.53,37.86,42.31,40.65,38.33,42.77,49.56,44.67,29.68,37.99,41.51,41.16,38.93,41.89,43.16,35.41,42.53,43.91,40.27,39.41,48.47,47.59,31.69,35.54,47.43,46.97,46.27,53.2,41.13,45.87,45.71,44.37,47.5,52.44,50.9,58.4,38.06,42.24,50.86,54.1,50.73,57.25,62.69,55.29,54.42,59.26,58.57,60.04,66.52,61.04,52.38,,,66.27,71.08,74.47,76.4,60.86,65.56,72.19,76.46,81.03,91.34,74.19,66.67,63.76,80.92,85.74,83.99,93.02,89.39
city,Boston,transit,,Massachusetts,United States,100,100.59,105.25,104.49,111.98,109.27,95.06,101.35,101.06,103.02,106.54,120.9,117.23,93.79,96.13,99.03,100.64,107.32,121.19,118.27,86.04,100.45,102.22,100.18,101.07,119.03,120.94,90.87,97.37,99.9,102.97,108.57,129.43,121.9,101.62,104.72,107.78,111.2,112.32,124.86,123.07,90.72,98.85,103.5,104.59,113.24,126.75,121.56,90.25,96.94,105.92,98.23,105.63,110.78,104.82,87.85,98.17,91.27,82.99,67.58,60.01,55.73,40.6,38.33,30.97,30.1,25.85,26.2,23.17,19.83,19.95,18.96,18.18,19.53,20.19,18.9,16.24,18.84,18.78,17.36,17.07,15.84,17.64,16.11,18.3,18.38,17.65,17.14,17.16,17.21,15.27,17.35,18.3,19.35,16.55,17.61,16.55,17.71,18.3,18.15,17.89,18.5,16.91,18.82,15.58,17.92,19.41,19.37,17.9,18.7,19.67,20.99,21.99,22.21,20.76,21.58,20.38,19.95,18.7,,,22.46,22.34,22.44,22.4,21.93,24.21,24.33,24.93,25.32,27.09,23,23.07,24.37,28.4,28.09,27.28,29.2,28.5
city,Boston,walking,,Massachusetts,United States,100,103.98,113.98,107.34,112.25,122.85,107.63,98.35,97.42,103.55,109.29,139.24,141.8,106.54,96.25,100.26,102.48,110.8,141.63,158.06,93.68,95.95,103.6,103.21,93.94,126.47,150.39,96.19,90.25,94.04,108.28,111.29,146.16,165.25,131.02,115.7,99.17,115.09,113.84,137.19,163.65,114.38,105.75,104.98,107.75,115.23,140.48,157.8,104.03,100,124.15,101.16,120.16,135.67,147.03,109.47,117.26,103.21,94.67,82.12,80.72,92.01,61.07,48.95,41.07,49.23,31.78,48.03,45.45,31.83,28.69,33.86,29.46,37.53,44.49,40.83,21,27.39,34.09,30.71,26.29,26.37,38.38,33.28,38.33,38.9,31.05,25.67,33.48,38.84,31.06,22.49,37.78,34.86,31.34,36.18,26.89,42.68,34.34,29.52,31.56,37.75,31.24,51.1,26.79,25.58,36.04,40.25,33.25,38.84,54.68,52.26,42.86,43.84,41.7,43.33,43.89,38.41,37.83,,,49.14,56.14,56.39,62,50.53,48.41,54.81,58.7,61.72,71.31,53.94,53.3,49.08,62.34,64.95,61.69,71.45,74.04
city,Bradford,driving,,England,United Kingdom,100,105.76,108.43,104.17,108.17,105.92,92.55,100.39,104,115.75,105.75,112.66,105.89,90.56,99.78,104.08,105.4,106.31,109.8,102.36,92.59,98.9,104.25,107.26,106.04,106.96,111.51,105.38,109.84,106.48,114.57,111.37,115.53,103.58,92.05,106.59,113.65,116.95,110.89,119.79,106.26,97.18,129.5,112.17,109.54,109.06,114.73,109.21,92.07,106.79,110.85,108.9,105.79,113.63,104.64,93.21,103.43,102.15,102.97,97.6,99.8,93.46,82.08,83.13,76.02,72.57,73.07,78.69,64.41,53.87,60.23,47.69,44.53,43.63,48.43,38.69,31.62,40.33,43.61,44.83,42.06,50.34,40.32,34.89,43.41,47.55,47.01,48.68,45.28,44.75,33.53,37.82,50.26,50.36,50.54,57.02,47.07,41.44,52.74,54.07,55.23,56.02,57.69,49.29,42.66,52.72,55.36,54.28,55.65,63.2,56,47.78,56.33,60.08,62.67,63.39,57.04,57.91,47.57,,,68.96,70.53,76.82,75.37,65.19,74.08,78.87,84.36,82.38,90.75,82.01,68.85,85.67,86.44,90.51,92.22,99.84,96.73
city,Bradford,transit,,England,United Kingdom,100,107.29,109.48,112.32,102.48,98.54,101.24,109.04,115.82,118.29,112.61,101.31,96.43,96.21,113.34,109.33,114.8,115.89,99.13,94.1,92.2,117.49,110.5,111.88,98.91,99.2,94.31,118.88,114.36,103.28,107.94,110.06,91.91,87.46,91.76,117.78,118.73,119.53,106.12,108.09,84.91,97.23,122.23,105.47,109.48,104.88,95.34,98.1,91.47,108.09,106.12,107.94,106.49,104.88,96.14,91.84,99.85,105.76,108.31,97.59,74.93,72.89,68.95,68.59,59.04,61.01,52.55,51.09,40.01,44.9,46.87,32.43,26.02,21.5,26.02,20.48,22.96,25.44,26.82,27.84,21.28,22.01,19.24,19.97,28.28,23.25,23.62,26.24,22.08,22.08,21.06,22.89,26.75,26.46,23.32,24.05,18.8,23.91,22.45,26.46,27.55,26.53,26.38,23.03,23.18,24.34,30.03,22.01,25.73,24.56,23.32,24.34,26.09,27.26,27.04,30.98,26.82,28.28,26.17,,,32.73,32.87,34.99,28.72,32,30.76,32.14,28.21,36.52,36.3,29.74,35.5,40.23,37.97,33.53,42.35,39.94,37.24
city,Bradford,walking,,England,United Kingdom,100,110.46,110.56,99.74,119.47,120.04,91.93,94.84,100.49,112.48,103.3,107.16,119.65,81.03,97.17,96.42,106.18,106.85,113.39,119.28,85.44,97.56,111.08,111.76,103.35,116.07,153.65,74.07,94.71,100.8,104.67,105.24,119.28,111.16,86.3,112.67,110.46,115.75,113.86,119.18,111.73,82.27,94.24,103.58,106.85,102.41,109.94,138.67,86.11,102.83,105.53,116.58,102.21,121.8,124.76,91.67,96.31,100.88,96.68,94.37,110.23,121.2,73.37,86.66,79.03,73.22,80.79,90.97,73.09,60.32,72.31,66.75,62.29,61.1,69.32,60.29,44.28,55.46,63.72,62.03,59.04,68.67,62.55,56.22,61.1,73.16,68.02,70.36,76.2,70.23,49.68,54.68,70.91,76.95,76.75,85.52,68.6,65.4,79.16,72.77,80.92,80.92,76.67,69.09,59.67,67.35,70.46,63.22,68.34,76.28,76.59,66.26,71.11,87.26,82.9,84.89,79.5,81.42,58.42,,,87.57,89.15,92.91,97.69,74.72,87.54,100.05,106.88,98.62,115.52,97.92,77.76,101.95,105.68,106.85,108.1,116.58,112.51
city,Bremen,driving,,Bremen (state),Germany,100,101.19,99.53,105.02,135.2,99.12,85.96,94.18,104.68,95.74,108.12,106.06,96.62,90.81,94.32,100.45,97.06,103.32,119.2,106.51,90.21,105.58,139.03,112.19,105.07,117.5,113.41,89.73,105.69,107.32,105.1,106.13,116.36,107.12,90.67,100.28,104.96,138.02,110.64,116.94,108.55,88.05,105.74,109.99,108.48,102.61,116.93,106.53,94.26,97.81,105.9,103.09,105.56,119.9,103.62,87.83,95.02,96.03,94.05,87.51,84.8,72.39,60.14,68.88,66.14,56.24,53.08,49.16,38.46,38.24,47.44,46.35,46.22,49.05,50.44,42.68,39.57,49.59,52.21,52.12,55.02,50.27,43.38,49.69,58.11,59.11,58.81,57.85,45.47,45.04,39.1,47.29,58.1,62.85,61.61,62.45,52.71,56.88,64.32,64.16,64.88,64.27,61.38,54.23,56.23,67.82,69.13,69.55,68.72,54.88,60.75,61.27,73.59,75.59,74.76,74.79,77.73,70.28,70.88,,,83.11,87.23,88.64,78.53,78.48,92.21,94.15,100.54,82.52,91.33,81.34,83.65,95.37,95.45,99.53,102.73,118.88,99.22
city,Bremen,walking,,Bremen (state),Germany,100,88.14,90.21,97.26,124.81,125.43,80.12,86.28,88.07,88.97,97.78,105.28,119.96,87.3,90.9,83.22,84.04,92.95,114.79,130.16,80.91,100.41,148.54,100.36,94.23,129.58,176.04,74.74,80.55,87.22,89.21,92.37,122.12,156.04,79.03,94.29,111.18,102.24,99.02,119.02,160.4,72,79.23,99.44,103.18,95.28,113.42,134.28,87.52,87.95,91.45,92.69,90.02,102.95,130.73,71.45,84.31,78.14,95.08,82.58,75.19,87.16,57.58,64.93,62.11,55.82,42.15,41.53,38.36,36.57,39.75,42.23,43.58,42.92,48.98,44.37,33.34,38.04,45.05,45.07,44.35,45.95,48.32,59.37,61.64,61.87,66.1,61.81,58.39,52.85,49.95,38.92,50.27,58.43,61.25,61.15,61.68,63.52,66.13,64.65,63.9,67.13,65.44,58.9,57.04,66.85,52.81,52.94,55.12,45.84,49.07,57.66,61.98,64.74,67.86,65.4,71.13,77.62,59.8,,,63,68.6,61.32,71.51,72.45,77.28,74.1,79.33,89.36,78.88,74.7,59.82,76.68,84.29,84.14,91.34,94.51,101.99
city,Bridgeport,driving,,Connecticut,United States,100,103.87,107.27,106.25,123.8,94.73,89.48,106.86,99.13,99.33,104.06,119.25,112.49,87.69,90.88,95.23,94.27,101.51,123.84,112.26,81.06,92,94.55,94.62,98.5,116.29,115.78,86.28,94.09,101.46,100.34,108.97,134.18,117.19,92.88,111.9,103.31,105.51,110.55,128.31,125.07,102.05,98.59,102.41,108.68,109.73,129.67,127.02,93.67,101.08,102.67,104.06,111.35,125.99,118.9,93.07,102.17,101.26,99.9,92.95,99.61,91.88,68.46,74,63.45,62.93,57.01,65.63,56.88,41.69,40.77,48.43,45.6,51.14,58.01,45.66,32.48,45.05,47.46,48.85,47.4,50.82,50.71,38.94,50.69,50.68,47.74,46.15,53.47,53.81,33.13,39.43,54.28,57.52,56.38,64.23,53.7,51.81,55.99,50.18,61.76,58.27,59.52,70.75,43.01,55.46,70.41,65.37,58.95,73.4,79.96,66.12,68.44,74.48,68.91,78.15,77.6,81.71,64.36,,,81.63,84.34,98.35,101.14,75.93,82.32,88.27,96.34,99.77,114.56,90.46,90.39,76.84,99.91,103.36,93.68,111.01,124.49
